Date,NIFTY,RELIANCE,SBI,HDFC
2021-02-25,15097.35,2144.35,407.25,1606.4
2021-02-24,14982.0,2061.0,406.25,1606.45
2021-02-23,14707.8,2023.45,395.6,1529.15
2021-02-22,14675.7,2008.1,389.5,1548.0
2021-02-19,14981.75,2080.3,399.55,1539.1
2021-02-18,15118.95,2067.7,415.2,1554.3
2021-02-17,15208.9,2083.25,411.75,1586.5
2021-02-16,15313.45,2059.5,402.35,1626.65
2021-02-15,15314.7,2032.6,406.95,1616.6
2021-02-12,15163.3,2041.6,393.15,1581.95
2021-02-11,15173.3,2055.7,390.15,1572.35
2021-02-10,15106.5,1974.3,392.25,1581.75
2021-02-09,15109.3,1956.15,394.8,1611.85
2021-02-08,15115.8,1951.45,397.05,1605.25
2021-02-05,14924.25,1923.75,393.1,1597.6
2021-02-04,14895.65,1924.3,355.1,1579.1
2021-02-03,14789.95,1930.65,335.95,1574.8
2021-02-02,14647.85,1925.8,333.1,1560.55
2021-02-01,14281.2,1895.3,310.7,1476.75
2021-01-29,13634.6,1841.95,282.1,1390.5
2021-01-28,13817.55,1876.55,282.35,1371.45
2021-01-27,13967.5,1895.0,275.65,1409.6
2021-01-25,14238.9,1941.0,280.95,1462.85
2021-01-22,14371.9,2049.6,283.7,1443.55
2021-01-21,14590.35,2099.4,294.85,1474.8
2021-01-20,14644.7,2054.7,302.55,1492.0
2021-01-19,14521.15,2016.4,298.6,1503.85
2021-01-18,14281.3,1983.95,294.45,1483.1
2021-01-15,14433.7,1937.45,303.85,1466.65
2021-01-14,14595.6,1960.6,307.25,1468.75
2021-01-13,14564.85,1938.8,306.8,1470.65
2021-01-12,14563.45,1957.05,292.5,1481.0
2021-01-11,14484.75,1897.25,282.5,1451.45
2021-01-08,14347.25,1933.7,286.0,1431.65
2021-01-07,14137.35,1911.15,287.7,1416.25
2021-01-06,14146.25,1914.25,285.05,1420.55
2021-01-05,14199.5,1966.1,281.75,1426.7
2021-01-04,14132.9,1990.85,281.05,1416.0
2021-01-01,14018.5,1987.5,279.4,1425.05
2020-12-31,13981.75,1985.3,274.95,1436.3
2020-12-30,13981.95,1995.5,276.9,1432.5
2020-12-29,13932.6,1990.05,277.9,1427.2
2020-12-28,13873.2,2003.3,275.2,1412.85
2020-12-24,13749.25,1994.15,266.85,1397.1
2020-12-23,13601.1,1943.85,263.0,1375.65
2020-12-22,13466.3,1936.7,257.45,1373.1
2020-12-21,13328.4,1939.7,254.7,1372.65
2020-12-18,13760.55,1991.55,271.45,1411.35
2020-12-17,13740.7,1985.6,267.7,1441.8
2020-12-16,13682.7,1976.55,269.4,1410.7
2020-12-15,13567.85,1974.35,270.65,1391.3
2020-12-14,13558.15,1991.3,274.2,1372.15
2020-12-11,13513.85,2005.8,272.45,1382.8
2020-12-10,13478.3,2007.0,269.55,1385.85
2020-12-09,13529.1,2026.95,270.35,1407.2
2020-12-08,13392.95,1993.75,271.9,1376.3
2020-12-07,13355.75,1958.2,269.6,1372.25
2020-12-04,13258.55,1946.75,263.5,1385.6
2020-12-03,13133.9,1964.05,256.3,1377.2
2020-12-02,13113.75,1958.15,246.95,1406.95
2020-12-01,13109.05,1954.9,248.05,1433.3
2020-11-27,12968.95,1929.8,244.25,1440.85
2020-11-26,12987.0,1952.6,245.45,1426.65
2020-11-25,12858.4,1947.8,243.0,1402.8
2020-11-24,13055.15,1964.05,243.85,1438.2
2020-11-23,12926.45,1950.7,238.7,1394.6
2020-11-20,12859.05,1899.5,242.75,1403.65
2020-11-19,12771.7,1973.15,239.75,1374.35
2020-11-18,12938.25,1987.2,252.0,1408.7
2020-11-17,12874.2,1993.25,240.2,1408.45
2020-11-14,12780.25,2002.3,229.65,1369.7
2020-11-13,12719.95,1996.4,229.45,1358.8
2020-11-12,12690.8,1980.0,226.8,1371.7
2020-11-11,12749.15,1997.2,234.2,1389.95
2020-11-10,12631.1,2084.55,231.7,1393.65
2020-11-09,12461.05,2050.7,219.5,1340.55
