Date,Price,Open,High,Low,Volume,Chg%
"Dec 01, 2020","63,162","60,270","63,425","60,270",75.75K,4.91%
"Nov 30, 2020","60,207","59,450","60,484","58,941",51.54K,2.35%
"Nov 27, 2020","58,825","59,969","61,000","58,200",0.33K,-1.74%
"Nov 26, 2020","59,864","60,210","60,249","59,547",0.10K,-0.59%
"Nov 25, 2020","60,220","59,819","60,499","59,250",0.23K,0.93%
"Nov 24, 2020","59,665","61,400","61,400","58,875",0.81K,-1.09%
"Nov 23, 2020","60,322","62,196","62,276","60,060",11.08K,-2.92%
"Nov 20, 2020","62,138","61,950","62,699","61,630",61.94K,0.99%
"Nov 19, 2020","61,527","62,401","62,401","60,786",84.38K,-1.65%
"Nov 18, 2020","62,560","62,970","63,300","62,060",81.81K,-1.08%
"Nov 17, 2020","63,244","63,701","63,794","62,852",67.16K,-0.70%
"Nov 16, 2020","63,688","64,300","64,300","62,209",57.16K,0.01%
"Nov 14, 2020","63,680","63,992","64,039","63,538",3.13K,-0.07%
"Nov 13, 2020","63,726","62,742","64,134","62,502",60.65K,1.57%
"Nov 12, 2020","62,742","62,767","63,097","62,150",66.57K,0.34%
"Nov 11, 2020","62,532","63,047","63,047","61,250",92.67K,-0.82%
"Nov 10, 2020","63,047","61,070","63,230","61,070",105.94K,3.52%
"Nov 09, 2020","60,901","65,900","66,435","60,585",168.57K,-6.72%
"Nov 06, 2020","65,291","64,500","66,200","63,975",122.09K,1.66%
"Nov 05, 2020","64,222","61,900","64,342","61,900",103.45K,4.59%
"Nov 04, 2020","61,406","62,300","62,300","60,831",111.75K,-2.04%
"Nov 03, 2020","62,685","62,162","62,750","61,629",74.20K,1.08%
"Nov 02, 2020","62,018","61,300","62,243","61,300",83.14K,1.83%
"Oct 30, 2020","60,905","60,500","61,339","59,956",90.98K,1.16%
"Oct 29, 2020","60,206","60,166","60,747","58,425",122.51K,0.09%
"Oct 28, 2020","60,153","62,036","62,480","59,222",119.61K,-3.42%
"Oct 27, 2020","62,280","62,400","62,580","61,652",66.87K,0.57%
"Oct 26, 2020","61,924","62,001","62,453","61,278",81.13K,-0.84%
"Oct 23, 2020","62,449","62,550","63,050","62,057",70.95K,-0.25%
"Oct 22, 2020","62,604","63,111","63,222","61,854",77.34K,-1.59%
"Oct 21, 2020","63,616","63,327","64,023","63,102",90.03K,0.80%
"Oct 20, 2020","63,112","61,904","63,255","61,680",80.01K,1.64%
"Oct 19, 2020","62,094","61,601","63,249","61,178",83.36K,0.66%
"Oct 16, 2020","61,689","61,600","62,165","61,330",71.92K,0.27%
"Oct 15, 2020","61,525","61,230","61,649","59,831",107.79K,-0.14%
"Oct 14, 2020","61,610","60,650","62,250","60,622",93.72K,1.77%
"Oct 13, 2020","60,539","62,800","62,965","60,222",107.37K,-4.07%
"Oct 12, 2020","63,105","63,200","64,138","62,451",87.61K,0.40%
"Oct 09, 2020","62,853","61,300","63,200","61,200",94.29K,3.87%
"Oct 08, 2020","60,509","60,400","61,470","60,028",88.78K,0.14%
"Oct 07, 2020","60,427","60,100","60,931","59,323",106.27K,-0.26%
"Oct 06, 2020","60,586","61,820","62,350","60,227",98.27K,-2.16%
"Oct 05, 2020","61,922","60,500","62,322","60,260",84.67K,1.25%
"Oct 01, 2020","61,156","60,200","61,542","59,575",109.97K,2.07%
"Sep 30, 2020","59,915","62,000","62,000","59,455",117.91K,-4.08%
"Sep 29, 2020","62,466","60,572","62,596","60,069",107.21K,3.42%
"Sep 28, 2020","60,398","58,600","60,500","57,666",110.62K,2.32%
"Sep 25, 2020","59,026","59,580","59,748","57,534",108.75K,-0.95%
"Sep 24, 2020","59,591","58,100","59,840","55,978",139.46K,1.85%
"Sep 23, 2020","58,511","60,800","60,800","58,052",128.53K,-4.43%
"Sep 22, 2020","61,223","62,000","62,030","59,550",123.90K,-0.20%
"Sep 21, 2020","61,344","67,900","67,900","60,666",124.18K,-9.58%
"Sep 18, 2020","67,844","68,070","68,522","67,500",58.40K,-0.39%
"Sep 17, 2020","68,109","68,399","68,399","66,670",77.02K,-0.90%
"Sep 16, 2020","68,729","69,088","69,200","68,560",59.34K,-0.27%
"Sep 15, 2020","68,913","69,045","69,837","68,501",69.85K,-0.03%
"Sep 14, 2020","68,934","67,955","69,138","67,910",60.66K,1.52%
"Sep 11, 2020","67,904","68,481","68,540","67,625",64.06K,-1.53%
"Sep 10, 2020","68,960","68,633","69,700","68,450",84.36K,0.82%
"Sep 09, 2020","68,399","68,000","68,500","67,316",71.95K,-0.07%
"Sep 08, 2020","68,446","68,500","68,688","66,203",106.76K,0.28%
"Sep 07, 2020","68,253","68,000","68,499","67,605",48.20K,1.57%
"Sep 04, 2020","67,197","67,051","67,860","66,278",97.15K,0.37%
"Sep 03, 2020","66,948","68,444","68,875","66,353",112.68K,-1.88%
"Sep 02, 2020","68,231","70,185","70,197","67,841",89.62K,-3.72%
"Sep 01, 2020","70,866","70,720","72,039","70,602",77.10K,5.96%
"Aug 31, 2020","66,881","67,700","67,999","66,000",0.08K,0.57%
"Aug 28, 2020","66,499","65,504","67,380","65,504",0.09K,1.56%
"Aug 27, 2020","65,477","67,198","67,900","64,720",0.59K,-2.87%
"Aug 26, 2020","67,413","64,232","67,619","63,416",0.56K,5.63%
"Aug 25, 2020","63,821","66,600","66,600","63,450",10.88K,-2.91%
"Aug 24, 2020","65,736","66,628","67,400","65,450",95.95K,-2.05%
"Aug 21, 2020","67,115","68,400","68,949","65,220",126.24K,-0.68%
"Aug 20, 2020","67,576","67,950","68,120","66,453",111.60K,-0.59%
"Aug 19, 2020","67,976","69,500","69,619","67,073",140.72K,-2.24%
"Aug 18, 2020","69,537","69,400","71,400","65,069",168.93K,0.46%
"Aug 17, 2020","69,222","67,500","70,288","67,050",137.59K,2.95%
"Aug 14, 2020","67,241","70,770","70,971","66,216",150.54K,-5.39%
"Aug 13, 2020","71,073","66,819","71,450","66,250",147.86K,6.39%
"Aug 12, 2020","66,802","64,295","68,499","60,946",205.17K,-0.26%
"Aug 11, 2020","66,973","75,110","75,110","66,334",209.31K,-11.15%
"Aug 10, 2020","75,379","74,600","76,075","74,224",125.44K,1.71%
"Aug 07, 2020","74,112","76,200","77,833","73,555",212.19K,-2.36%
"Aug 06, 2020","75,906","72,250","76,170","72,250",179.77K,5.59%
"Aug 05, 2020","71,888","69,908","72,980","69,567",190.95K,2.99%
"Aug 04, 2020","69,800","65,650","69,990","65,272",141.18K,6.08%
"Aug 03, 2020","65,800","65,500","66,135","65,165",97.94K,1.13%
"Jul 31, 2020","65,063","63,000","65,690","63,000",144.00K,3.69%
"Jul 30, 2020","62,749","65,360","65,444","61,900",180.18K,-4.07%
"Jul 29, 2020","65,413","65,394","65,768","64,433",112.91K,0.52%
"Jul 28, 2020","65,074","66,800","67,672","61,653",260.31K,-0.78%
"Jul 27, 2020","65,588","63,761","66,233","63,761",161.48K,6.98%
"Jul 24, 2020","61,309","61,398","61,926","60,648",123.83K,0.01%
"Jul 23, 2020","61,302","60,800","62,430","60,590",178.65K,0.18%
"Jul 22, 2020","61,193","57,599","62,262","57,599",285.40K,6.65%
"Jul 21, 2020","57,380","54,275","57,500","54,275",166.19K,6.15%
"Jul 20, 2020","54,054","52,883","54,158","52,810",108.87K,2.03%
"Jul 17, 2020","52,977","52,515","53,069","52,116",82.79K,0.54%
"Jul 16, 2020","52,692","52,950","53,237","52,530",88.33K,-0.78%
"Jul 15, 2020","53,108","52,816","53,190","52,550",101.06K,0.76%
"Jul 14, 2020","52,706","52,700","52,833","52,072",115.63K,-0.70%
"Jul 13, 2020","53,079","51,695","53,180","51,695",122.57K,3.11%
"Jul 10, 2020","51,477","51,250","51,772","51,040",110.24K,0.52%
"Jul 09, 2020","51,209","51,250","52,198","50,855",153.68K,-0.55%
"Jul 08, 2020","51,493","50,240","51,655","50,115",116.21K,2.34%
"Jul 07, 2020","50,318","49,900","50,380","49,280",106.01K,0.79%
"Jul 06, 2020","49,926","49,644","50,400","49,006",98.58K,1.23%
"Jul 03, 2020","49,319","49,335","49,500","49,080",47.27K,-0.05%
"Jul 02, 2020","49,343","49,530","49,564","48,644",101.34K,-0.44%
"Jul 01, 2020","49,560","50,410","50,961","49,290",120.56K,0.34%
"Jun 30, 2020","49,394","48,540","49,917","48,370",0.26K,2.13%
"Jun 29, 2020","48,363","48,901","49,279","48,118",0.12K,-0.49%
"Jun 26, 2020","48,601","48,409","48,734","47,700",0.53K,0.20%
"Jun 25, 2020","48,503","47,800","48,680","47,574",0.86K,1.47%
"Jun 24, 2020","47,800","48,966","49,165","47,224",16.39K,-2.38%
"Jun 23, 2020","48,966","48,501","49,060","48,252",61.59K,0.72%
"Jun 22, 2020","48,617","49,350","49,450","48,524",85.77K,-0.45%
"Jun 19, 2020","48,838","48,193","49,040","48,026",83.50K,1.50%
"Jun 18, 2020","48,115","48,800","48,900","47,930",77.26K,-1.18%
"Jun 17, 2020","48,689","48,212","48,738","48,100",59.92K,0.19%
"Jun 16, 2020","48,599","47,905","48,714","47,801",92.17K,1.81%
"Jun 15, 2020","47,737","48,139","48,139","46,850",101.60K,-0.66%
"Jun 12, 2020","48,054","48,556","48,740","47,957",85.23K,-1.98%
"Jun 11, 2020","49,026","48,600","49,826","48,600",112.26K,1.19%
"Jun 10, 2020","48,451","48,503","49,330","48,251",91.88K,-0.13%
"Jun 09, 2020","48,513","48,700","48,781","48,216",78.31K,-0.05%
"Jun 08, 2020","48,538","48,105","48,669","48,070",85.61K,1.30%
"Jun 05, 2020","47,913","49,005","49,083","47,700",101.13K,-2.70%
"Jun 04, 2020","49,242","48,712","49,395","48,453",111.18K,0.77%
"Jun 03, 2020","48,864","49,380","49,828","48,175",123.12K,-1.19%
"Jun 02, 2020","49,452","51,200","51,200","49,024",109.09K,-2.94%
"Jun 01, 2020","50,949","50,500","51,400","50,130",113.62K,1.01%
"May 29, 2020","50,439","48,940","50,498","48,832",98.17K,3.09%
"May 28, 2020","48,925","48,763","49,350","48,601",90.80K,0.33%
"May 27, 2020","48,763","48,150","48,842","47,318",108.64K,1.17%
"May 26, 2020","48,198","48,800","49,363","48,006",89.02K,-0.84%
"May 25, 2020","48,608","48,200","48,725","48,020",37.33K,-0.20%
"May 22, 2020","48,704","47,720","48,799","47,449",90.94K,2.05%
"May 21, 2020","47,726","49,071","49,071","47,500",96.19K,-3.42%
"May 20, 2020","49,415","49,300","49,982","48,775",94.54K,0.51%
"May 19, 2020","49,164","48,246","49,322","47,680",88.84K,2.30%
"May 18, 2020","48,060","48,040","49,495","47,200",133.54K,2.11%
"May 15, 2020","47,065","44,600","47,181","44,600",105.16K,5.73%
"May 14, 2020","44,515","43,400","44,590","43,400",69.26K,2.62%
"May 13, 2020","43,380","43,550","43,740","43,155",59.04K,-0.14%
"May 12, 2020","43,442","43,411","43,780","43,325",56.01K,-0.36%
"May 11, 2020","43,599","43,801","43,957","43,270",63.84K,-0.16%
"May 08, 2020","43,667","43,475","44,131","43,250",85.23K,0.40%
"May 07, 2020","43,494","42,302","43,564","42,121",66.33K,2.93%
"May 06, 2020","42,257","42,400","42,777","42,060",56.58K,-0.10%
"May 05, 2020","42,298","41,798","42,381","41,400",63.14K,1.47%
"May 04, 2020","41,685","42,268","42,268","41,570",61.71K,-0.77%
"May 01, 2020","42,007","41,909","42,175","41,651",45.35K,1.04%
"Apr 30, 2020","41,575","42,010","42,444","41,100",13.54K,-0.44%
"Apr 29, 2020","41,757","41,799","42,200","41,570",26.30K,0.15%
"Apr 28, 2020","41,695","41,750","41,837","41,167",38.09K,-0.63%
"Apr 27, 2020","41,960","42,287","42,490","41,650",44.67K,-0.20%
"Apr 24, 2020","42,046","41,950","42,396","41,380",55.83K,0.55%
"Apr 23, 2020","41,818","42,253","42,900","41,727",63.01K,0.29%
"Apr 22, 2020","41,698","41,794","41,881","40,760",43.62K,-0.16%
"Apr 21, 2020","41,764","42,820","43,149","41,519",37.53K,-2.32%
"Apr 20, 2020","42,754","42,950","43,187","42,572",24.50K,-0.19%
"Apr 17, 2020","42,836","43,777","43,777","42,515",33.51K,-3.24%
"Apr 16, 2020","44,271","43,730","44,370","43,540",24.94K,0.53%
"Apr 15, 2020","44,038","43,979","44,596","43,315",33.18K,0.61%
"Apr 13, 2020","43,769","43,310","44,075","43,300",21.78K,0.56%
"Apr 09, 2020","43,527","43,120","43,596","42,878",22.29K,0.86%
"Apr 08, 2020","43,156","42,950","43,300","42,633",22.02K,-0.86%
"Apr 07, 2020","43,532","41,495","43,996","41,495",33.42K,5.51%
"Apr 03, 2020","41,257","40,644","41,437","40,644",27.40K,3.36%
"Apr 01, 2020","39,916","39,680","40,077","39,482",29.88K,0.89%
"Mar 31, 2020","39,564","40,050","40,260","39,408",24.12K,-0.69%
"Mar 30, 2020","39,839","40,567","40,567","39,343",25.16K,-2.68%
"Mar 27, 2020","40,938","41,410","41,500","40,440",54.45K,-1.01%
"Mar 26, 2020","41,357","41,234","41,940","40,600",62.12K,-1.01%
"Mar 25, 2020","41,781","40,800","41,978","40,480",64.05K,3.01%
"Mar 24, 2020","40,562","39,101","40,800","37,900",85.32K,6.92%
"Mar 23, 2020","37,938","35,500","38,150","35,490",57.44K,5.73%
"Mar 20, 2020","35,883","36,000","37,143","35,456",75.26K,2.14%
"Mar 19, 2020","35,131","34,200","35,432","33,767",68.10K,3.54%
"Mar 18, 2020","33,931","35,989","36,256","33,622",115.87K,-4.28%
"Mar 17, 2020","35,449","36,580","36,903","34,360",133.98K,-2.22%
"Mar 16, 2020","36,252","40,546","41,104","33,300",184.02K,-10.61%
"Mar 13, 2020","40,553","43,230","43,577","40,444",95.44K,-8.19%
"Mar 12, 2020","44,169","45,700","45,900","42,960",92.42K,-3.67%
"Mar 11, 2020","45,850","46,352","46,582","45,756",45.90K,-0.66%
"Mar 10, 2020","46,153","46,515","47,000","45,884",30.13K,-1.26%
"Mar 09, 2020","46,743","47,000","47,110","45,266",87.08K,-0.50%
"Mar 06, 2020","46,979","47,270","47,895","46,500",77.55K,-0.91%
"Mar 05, 2020","47,410","46,584","47,515","46,288",52.33K,1.49%
"Mar 04, 2020","46,713","46,300","46,930","46,270",47.90K,0.67%
"Mar 03, 2020","46,402","45,200","46,840","45,123",64.29K,3.03%
"Mar 02, 2020","45,039","45,000","45,468","44,777",57.17K,2.29%
"Feb 28, 2020","44,031","47,075","47,075","43,903",16.99K,-4.62%
"Feb 27, 2020","46,165","46,974","47,150","46,063",27.87K,-0.87%
"Feb 26, 2020","46,569","47,200","47,375","46,355",34.40K,-2.09%
"Feb 25, 2020","47,562","49,000","49,000","47,352",44.39K,-3.75%
"Feb 24, 2020","49,414","48,400","49,536","48,400",53.54K,2.31%
"Feb 21, 2020","48,297","48,120","48,575","48,120",35.78K,0.82%
"Feb 20, 2020","47,906","47,700","48,085","47,382",57.12K,0.69%
"Feb 19, 2020","47,577","47,350","47,709","47,262",47.41K,0.64%
"Feb 18, 2020","47,273","46,299","47,335","46,299",49.09K,2.45%
"Feb 17, 2020","46,142","46,300","46,449","46,071",27.15K,-0.23%
"Feb 14, 2020","46,247","45,712","46,297","45,712",30.90K,0.93%
"Feb 13, 2020","45,821","45,630","46,000","45,630",36.98K,0.66%
"Feb 12, 2020","45,519","45,808","45,808","45,439",35.34K,-0.35%
"Feb 11, 2020","45,677","46,160","46,190","45,625",38.17K,-1.24%
"Feb 10, 2020","46,250","46,117","46,350","46,011",31.73K,0.29%
"Feb 07, 2020","46,117","46,200","46,417","45,930",45.91K,-0.26%
"Feb 06, 2020","46,238","45,808","46,338","45,776",44.81K,1.06%
"Feb 05, 2020","45,754","45,722","46,025","45,369",49.91K,0.43%
"Feb 04, 2020","45,559","46,024","46,346","45,476",54.09K,-0.76%
"Feb 03, 2020","45,908","47,000","47,000","45,786",50.48K,-2.74%
"Feb 01, 2020","47,200","46,917","47,312","46,830",11.66K,0.40%
"Jan 31, 2020","47,010","46,650","47,186","46,362",52.68K,0.16%
"Jan 30, 2020","46,934","45,655","46,997","45,655",63.64K,3.00%
"Jan 29, 2020","45,567","45,425","45,745","45,276",40.42K,0.16%
"Jan 28, 2020","45,494","46,852","46,999","45,442",71.79K,-3.26%
"Jan 27, 2020","47,025","47,040","47,617","46,957",51.12K,0.14%
"Jan 24, 2020","46,959","46,300","47,020","46,108",57.77K,1.21%
"Jan 23, 2020","46,398","46,163","46,500","45,801",51.28K,0.32%
"Jan 22, 2020","46,251","46,075","46,446","45,937",46.45K,0.18%
"Jan 21, 2020","46,167","46,735","47,015","45,760",61.36K,-1.18%
"Jan 20, 2020","46,718","46,750","46,899","46,619",27.02K,-0.11%
"Jan 17, 2020","46,768","46,490","46,995","46,472",39.98K,0.70%
"Jan 16, 2020","46,445","46,250","46,590","46,190",37.57K,0.09%
"Jan 15, 2020","46,404","46,000","46,464","45,915",44.70K,1.03%
"Jan 14, 2020","45,929","46,355","46,355","45,835",41.62K,-1.17%
"Jan 13, 2020","46,471","46,850","46,850","46,408",41.19K,-0.99%
"Jan 10, 2020","46,937","46,589","47,028","46,323",55.51K,0.74%
"Jan 09, 2020","46,592","47,300","47,360","46,368",62.35K,-1.75%
"Jan 08, 2020","47,423","48,200","48,940","47,101",90.33K,-1.47%
"Jan 07, 2020","48,130","47,430","48,188","47,202",68.48K,1.19%
"Jan 06, 2020","47,565","47,549","48,690","47,351",64.86K,0.05%
"Jan 03, 2020","47,540","47,196","47,930","47,196",63.93K,1.05%
"Jan 02, 2020","47,044","46,743","47,199","46,618",53.57K,0.78%
"Jan 01, 2020","46,680","46,850","46,850","46,220",10.38K,-0.11%
"Dec 31, 2019","46,731","46,944","47,345","46,607",51.45K,-0.31%
"Dec 30, 2019","46,875","47,050","47,050","46,550",44.19K,-0.25%
"Dec 27, 2019","46,992","46,900","47,100","46,517",53.65K,0.33%
"Dec 26, 2019","46,837","46,575","47,250","46,533",68.45K,0.67%
"Dec 24, 2019","46,525","45,775","46,570","45,775",50.82K,1.82%
"Dec 23, 2019","45,692","45,000","45,750","45,000",43.28K,1.70%
"Dec 20, 2019","44,928","44,740","45,114","44,604",42.81K,0.25%
"Dec 19, 2019","44,818","44,507","44,850","44,295",35.85K,0.79%
"Dec 18, 2019","44,466","44,351","44,600","44,203",28.33K,-0.15%
"Dec 17, 2019","44,535","44,517","44,668","44,375",29.94K,0.05%
"Dec 16, 2019","44,513","44,186","44,595","44,134",33.21K,0.82%
"Dec 13, 2019","44,151","43,855","44,389","43,710",41.83K,0.47%
"Dec 12, 2019","43,943","43,910","44,639","43,722",51.37K,0.21%
"Dec 11, 2019","43,853","43,527","43,977","43,435",26.78K,0.75%
"Dec 10, 2019","43,528","43,522","43,724","43,435",25.05K,0.02%
"Dec 09, 2019","43,521","43,625","43,745","43,453",23.33K,-0.12%
"Dec 06, 2019","43,575","44,556","44,721","43,535",42.88K,-2.37%
"Dec 05, 2019","44,634","44,543","44,713","44,255",35.88K,0.40%
"Dec 04, 2019","44,454","45,260","45,690","44,337",52.19K,-1.90%
"Dec 03, 2019","45,314","44,823","45,487","44,620",38.74K,1.26%
"Dec 02, 2019","44,751","44,945","44,945","44,557",27.65K,0.54%
"Nov 29, 2019","44,511","44,254","44,680","44,152",14.67K,0.79%
"Nov 28, 2019","44,162","44,088","44,276","43,975",15.15K,0.26%
"Nov 27, 2019","44,049","44,375","44,415","43,950",20.41K,-0.90%
"Nov 26, 2019","44,450","44,094","44,500","43,919",30.32K,0.46%
"Nov 25, 2019","44,245","44,402","44,402","44,061",26.20K,-0.54%
"Nov 22, 2019","44,485","44,758","44,990","44,464",34.05K,-0.60%
"Nov 21, 2019","44,754","44,713","44,872","44,560",32.27K,-0.15%
"Nov 20, 2019","44,822","44,790","45,020","44,579",36.62K,-0.11%
"Nov 19, 2019","44,872","44,681","44,958","44,382",45.25K,0.38%
"Nov 18, 2019","44,702","44,350","44,738","43,925",39.60K,0.55%
"Nov 15, 2019","44,457","44,676","44,676","44,071",35.19K,-0.62%
"Nov 14, 2019","44,733","44,603","44,890","44,380",42.66K,0.42%
"Nov 13, 2019","44,546","44,100","44,730","44,100",45.86K,1.46%
"Nov 12, 2019","43,906","44,100","44,135","43,683",22.68K,-0.23%
"Nov 11, 2019","44,006","43,999","44,210","43,642",37.61K,0.26%
"Nov 08, 2019","43,892","44,106","44,465","43,512",56.48K,-0.67%
"Nov 07, 2019","44,186","45,631","45,789","44,050",61.45K,-3.26%
"Nov 06, 2019","45,673","45,545","45,740","45,100",51.36K,0.35%
"Nov 05, 2019","45,513","46,452","46,564","45,380",50.67K,-2.37%
"Nov 04, 2019","46,617","46,475","46,895","46,375",36.87K,0.45%
"Nov 01, 2019","46,409","46,695","46,848","46,300",41.41K,-0.77%
"Oct 31, 2019","46,770","46,101","46,920","46,083",53.10K,1.35%
"Oct 30, 2019","46,145","45,850","46,388","45,845",38.56K,0.29%
"Oct 29, 2019","46,012","45,980","46,200","45,566",46.10K,-0.08%
"Oct 28, 2019","46,050","46,549","46,616","45,810",23.20K,-0.97%
"Oct 27, 2019","46,500","46,460","46,750","46,383",3.25K,0.38%
"Oct 25, 2019","46,326","46,050","47,284","46,050",64.79K,0.69%
"Oct 24, 2019","46,010","45,222","46,089","45,222",35.62K,1.48%
"Oct 23, 2019","45,340","45,275","45,520","45,272",24.19K,0.32%
"Oct 22, 2019","45,194","45,370","45,625","45,120",34.87K,-0.58%
"Oct 21, 2019","45,456","45,599","46,025","45,420",27.68K,-0.02%
"Oct 18, 2019","45,465","45,480","45,541","45,135",33.28K,-0.19%
"Oct 17, 2019","45,553","45,170","45,666","45,003",41.75K,0.68%
"Oct 16, 2019","45,246","45,400","45,480","44,720",48.17K,0.03%
"Oct 15, 2019","45,234","45,828","46,029","45,163",41.69K,-1.30%
"Oct 14, 2019","45,828","45,280","45,871","45,226",33.66K,1.43%
"Oct 11, 2019","45,181","45,431","45,843","44,905",53.96K,-0.55%
"Oct 10, 2019","45,429","46,125","46,176","45,120",42.64K,-1.34%
"Oct 09, 2019","46,046","46,100","46,447","45,811",38.28K,0.34%
"Oct 08, 2019","45,890","45,300","46,179","45,300",21.68K,1.46%
"Oct 07, 2019","45,230","45,488","45,586","45,102",29.68K,-0.35%
"Oct 04, 2019","45,387","45,730","45,800","44,801",42.55K,-0.58%
"Oct 03, 2019","45,651","44,940","46,022","44,940",53.22K,1.72%
"Oct 01, 2019","44,877","44,000","45,145","43,970",55.18K,1.70%
"Sep 30, 2019","44,126","45,450","45,450","43,975",54.57K,-3.08%
"Sep 27, 2019","45,526","46,322","46,391","44,675",68.32K,-1.87%
"Sep 26, 2019","46,395","46,654","46,777","46,007",53.41K,-0.88%
"Sep 25, 2019","46,805","47,982","48,330","46,500",55.57K,-2.57%
"Sep 24, 2019","48,040","48,117","48,250","47,274",51.89K,-0.18%
"Sep 23, 2019","48,128","46,648","48,184","46,648",46.09K,3.58%
"Sep 20, 2019","46,464","46,700","46,726","46,202",32.10K,-0.35%
"Sep 19, 2019","46,625","46,480","46,855","46,122",41.64K,0.05%
"Sep 18, 2019","46,600","47,109","47,171","46,290",38.30K,-1.65%
"Sep 17, 2019","47,380","47,140","47,476","46,740",39.32K,0.31%
"Sep 16, 2019","47,233","45,890","47,361","45,890",43.36K,3.19%
"Sep 13, 2019","45,773","47,130","47,443","45,635",58.61K,-2.91%
"Sep 12, 2019","47,143","47,425","48,098","46,932",63.78K,-0.78%
"Sep 11, 2019","47,515","47,800","48,017","47,232",40.78K,-0.64%
"Sep 10, 2019","47,823","47,525","48,040","47,230",34.09K,0.17%
"Sep 09, 2019","47,744","47,575","48,200","47,325",62.89K,-0.31%
"Sep 06, 2019","47,891","49,250","49,394","47,488",110.33K,-3.18%
"Sep 05, 2019","49,466","51,500","51,500","48,626",79.49K,-3.75%
"Sep 04, 2019","51,392","50,700","51,500","50,477",71.63K,1.57%
"Sep 03, 2019","50,600","48,492","50,706","48,420",63.45K,3.99%
"Sep 02, 2019","48,657","48,151","48,726","48,144",21.61K,4.06%
"Aug 30, 2019","46,757","46,200","47,133","46,200",24.92K,0.95%
"Aug 29, 2019","46,317","46,700","47,430","45,900",42.09K,-0.73%
"Aug 28, 2019","46,657","45,800","46,924","45,550",43.36K,1.49%
"Aug 27, 2019","45,971","45,077","46,029","44,956",44.13K,1.94%
"Aug 26, 2019","45,096","44,795","45,383","44,713",40.36K,1.11%
"Aug 23, 2019","44,601","43,847","44,647","43,640",38.55K,1.59%
"Aug 22, 2019","43,904","43,660","44,062","43,601",29.61K,0.19%
"Aug 21, 2019","43,820","43,651","43,888","43,560",26.83K,-0.29%
"Aug 20, 2019","43,946","43,398","43,998","43,236",33.74K,1.16%
"Aug 19, 2019","43,444","43,630","43,630","43,173",33.08K,-0.89%
"Aug 16, 2019","43,834","44,250","44,250","43,551",39.01K,-0.58%
"Aug 14, 2019","44,091","43,107","44,300","43,005",46.74K,2.21%
"Aug 13, 2019","43,138","43,798","44,600","41,933",60.16K,-1.24%
"Aug 12, 2019","43,680","43,424","43,720","43,372",15.81K,0.80%
"Aug 09, 2019","43,332","43,186","43,550","43,050",39.57K,0.63%
"Aug 08, 2019","43,059","43,500","43,789","42,800",40.36K,-1.69%
"Aug 07, 2019","43,797","42,600","43,850","42,600",55.41K,3.05%
"Aug 06, 2019","42,501","42,485","42,588","42,132",32.38K,0.04%
"Aug 05, 2019","42,485","41,503","42,664","41,503",48.70K,2.68%
"Aug 02, 2019","41,378","41,300","41,521","40,866",45.08K,0.94%
"Aug 01, 2019","40,993","41,180","41,311","40,309",48.44K,-0.57%
"Jul 31, 2019","41,230","41,494","41,494","40,980",26.98K,-0.83%
"Jul 30, 2019","41,577","41,260","41,620","41,202",30.30K,0.90%
"Jul 29, 2019","41,207","41,247","41,276","41,077",22.07K,0.08%
"Jul 26, 2019","41,174","41,436","41,470","41,135",33.10K,-0.52%
"Jul 25, 2019","41,389","41,727","41,830","41,244",41.21K,-0.97%
"Jul 24, 2019","41,793","41,500","41,838","41,385",38.58K,0.81%
"Jul 23, 2019","41,457","41,160","41,575","40,836",47.02K,0.39%
"Jul 22, 2019","41,298","40,775","41,378","40,775",33.02K,1.45%
"Jul 19, 2019","40,709","40,820","41,647","40,533",61.53K,-0.11%
"Jul 18, 2019","40,755","40,250","40,800","40,250",50.39K,1.39%
"Jul 17, 2019","40,195","39,400","40,240","39,254",43.19K,2.16%
"Jul 16, 2019","39,346","38,555","39,490","38,555",45.14K,1.82%
"Jul 15, 2019","38,643","38,356","38,670","38,284",25.76K,0.61%
"Jul 12, 2019","38,407","38,251","38,440","38,100",21.57K,0.69%
"Jul 11, 2019","38,144","38,360","38,519","38,115",25.12K,-0.48%
"Jul 10, 2019","38,329","38,191","38,468","38,037",24.66K,0.34%
"Jul 09, 2019","38,200","38,050","38,220","37,886",24.77K,0.40%
"Jul 08, 2019","38,048","38,025","38,215","37,961",19.08K,0.25%
"Jul 05, 2019","37,954","37,840","39,260","37,700",41.56K,0.40%
"Jul 04, 2019","37,803","37,966","38,048","37,760",16.69K,-0.48%
"Jul 03, 2019","37,985","37,900","38,132","37,820",25.35K,0.39%
"Jul 02, 2019","37,838","37,749","37,875","37,500",24.51K,0.32%
"Jul 01, 2019","37,718","38,025","38,082","37,691",29.69K,0.73%
"Jun 28, 2019","37,445","37,650","37,700","37,407",14.03K,-0.30%
"Jun 27, 2019","37,557","37,799","37,799","37,433",16.90K,-0.84%
"Jun 26, 2019","37,876","37,950","37,950","37,628",22.64K,-0.34%
"Jun 25, 2019","38,004","38,150","38,327","37,814",31.53K,-0.21%
"Jun 24, 2019","38,085","38,050","38,197","37,940",19.08K,0.33%
"Jun 21, 2019","37,958","38,500","38,580","37,741",35.97K,-1.07%
"Jun 20, 2019","38,369","37,400","38,465","37,400",45.20K,2.81%
